id,data,label
8367,#manif #greve26janvier cortège des #infirmières scolaires menacées de disparaître https://t.co/WSWemBF59M,delete
8368,#Greve26janvier à la manif ! https://t.co/cLYyCFTnL2,
8369,En #Greve auj avec les #enseignants. Nous sommes tous préoccupés par évolution de la pandémie mais il n’y a pas de raison de laisser pourrir nos conditions de travail ! Le gvt et #Blanquer ajoutent la crise à la crise en refusant de nous donner les moyens de faire notre travail !,
8370,https://t.co/JFfHjXltHZ,delete
8371,"Ni #confinement ni couvre-feu pour la rapacité patronale : licenciements pour les uns, tjs plus de travail et d'exploitation pour les autres.  Saisissons-nous de la journée de mobilisation et de #grève4fevrier pour affirmer les exigences des travailleurs. #CGT #Solidaire #FSU",
8372,"#vaccinationCovid les centres vaccination commencent juste à se mettre en ordre de bataille et il manque déjà les munitions ! Les #BigPharma se sont mobilisés pour prendre les commandes et l’argent, mais pour construire chaînes production et embaucher, c’est une autre affaire !",
8373,"#Forbes fait de la pub auprès des riches britanniques : pour 45 000€, ils peuvent acheter un billet pour Dubaï et une #vaccination #covid ! C’est vrai qu’avec de l’argent on peut tout acheter...",delete
8374,"Loi #separatisme : stigmatiser l'ensemble des #musulmans, cibler les #immigrés, diviser l'ensemble des exploités. Affirmons l'unité des travailleurs !  https://t.co/0JhZ8gUdD2",
8375,https://t.co/Ye3to5jczD,
8376,"L'obstacle majeur à la #vaccinationCovid de masse : concurrence et propriété privée. La recherche de leur profit passe avant nos intérêts vitaux. Suppression des #brevets et du secret commercial, expropriation des trusts capitalistes, contrôle des travailleurs, c'est vital !",autre
8377,Les trusts pharmaceutiques n’ont de bonté d’âme. Ils ne renonceront pas à leurs profits tous seuls ! A nous ne nous battre si l’on veut faire passer nos vies et notre santé avant tout !,
8378,"1955, Salk, inventeur 1er #Vaccin contre la poliomyélite était contre le brevet « pourrait-on breveter le soleil ? ». 1962, Sabin mettait au point le vaccin : « bcp ont insisté pour que je brevette le vaccin, je n’ai pas voulu. C’est mon cadeau à tous les enfants du monde. »",
8379,"Incapable de fournir les volumes nécessaires,#Pfizer annonce un ralentissement dans livraison de #vaccins. A bas les #brevets qui font d’un bien indispensable à tous la poule aux œufs d’or de quelques actionnaires !",sante
8380,"‌Non aux expulsions, liberté de circulation, d’installation !Solidarité avec #StéphaneRavacley #BoulangerBesançon qui défend courageusement son apprenti #Guinéen. Qu'ils fuient la guerre ou la misère régularisation de tous les travailleurs #sanspapiers !  https://t.co/Y4QKQzRsNe",
8381,"Bcp sont scandalisés par les #Gafa qui ont débranché #Trump. Mais les gds #médias, aux mains de milliardaires ou pas, pratiquent la #censure! Et ils diffusent, matin midi soir la propagande patronale. Il n’y a pas de réelle liberté d’expression pour les exploités et les pauvres!",
8382,Total soutien aux salariés de la raffinerie de #grandpuits en #grève depuis une semaine contre la rapacité de #Total. Non à la suppression de 700 emplois !,emploi
8383,"Ce qui s’est passé au #Capitole est peut-être un simple avertissement. Mais crise du capitalisme aidant les ingrédients pour le développement d’une extrême droite fascisante sont là, et aux #USA comme ici ils sont des dangers mortels pour les travailleurs https://t.co/LNc3hozXZO",
8384,#Washington les forces de police omniprésentes contre les manifestants Noirs et antiracistes... absentes et incapables d’empêcher les activistes pro #Trump d’envahir le #Capitole. Complaisance ? complicité ? La police ne protège pas de l’extrême-droite !,
8385,"Envahissement #Capitole #WashingtonDC : l’extrême droite chauffée par #Trump montre ses muscles. Jusqu’où va-t-elle  aller ? Une chose est certaine, la crise actuelle ne peut que la renforcer. Et ce ne sont pas les institutions et les appels à la démocratie qui feront barrage !",international
8386,"#Barkhane Après les soldats tués au #Mali, une bavure avec un bombardement sur une foule rassemblée pour un mariage ? Armée française hors d’Afrique !",
8387,"#Michelin supprime 2300 emplois en France. Tous les commentateurs unanimes : eh oui, la crise est passée par là... quelqu’un dira que Michelin a fait plus d’un milliard de #bénéfices et distribue des #dividendes en 2020 ?",
8388,#vaccination : les mensonges du gvt et la loi du profit salissent même les plus grandes conquêtes de l’humanité. L’avenir dépend de la capacité des travailleurs à arracher aux capitalistes les moyens de production et les mettre au service de la population https://t.co/ND8OgqKKlR,autre
8389,#bonneannee2021 de lutte ! https://t.co/wz7JuguHmn,
8390,"D’après mes sources, #Trotsky aurait répondu au préfet de police #Lallement : «non Monsieur, nous ne sommes pas dans le même camp ! » https://t.co/P9l3sokpPy",
8391,"#100 ans #PartiCommuniste :  Ni le Stalinisme, ni le réformisme du #PCF n'ont effacé la nécessité, née de la révolution russe d'en finir avec la guerre et l'exploitation, de  renverser le capitalisme. L' avenir appartient toujours au #communisme !  https://t.co/auyymKzI1a",international
8392,"En #GrandeBretagne comme en France, le #nationalisme, le #souverainisme, les frontières sont des armes pour diviser les exploités. Pour défendre nos intérêts, pour en finir avec le capitalisme, travailleurs de tous les pays unissons nous !",
8393,"#BREXIT, DÉMAGOGIE, #SOUVERAINISTE ET NATIONALISTE : Travailleuses, Travailleurs pas de frontières entre nous !   https://t.co/YrWPqG8onh",
8394,"Bravo aux #livreurs #UberEats de st Étienne pour leur mobilisation ! Ils ont ouvert la voie, encore bravo à eux ! https://t.co/6jXhMYATsr",aide sociale
8395,https://t.co/j0zKgMsoXf,
8396,"#poleemploi pouvant contrôler les assurances vie, les relevés téléphoniques et quoi encore ! Ce sont les #licencieurs qu’il faut fliquer ! Pas les #chômeurs !",
8397,"Pour l’exploitation capitaliste, pas de #CouvreFeu : le flicage ne concerne pas les entreprises. Contre le #virus dévastateur du profit, un seul #Vaccin, la reprise des luttes collectives !  https://t.co/2wLorD1xrv",securite
8398,#ConventionCitoyenne #Macron ne tient pas sa parole et le justifie par la crise sanitaire. Le #Covid_19 a bon dos ! Bon dos pour justifier les #licenciements et bon dos pour faire passer les profits avant la #planète !,
8399,"#crise du #covid c'est toujours l'incurie et les mensonges du gvt. Les travailleurs sont confrontés à un autre virus, lui aussi mortel, celui de la rapacité du profit patronal. #Licenciements, misère : le seul vaccin pour les travailleurs c'est la reprise des luttes collectives",
8400,"#cashinvestigation : #ONET escrocs capitalistes qui sacrifient la vie des travailleurs et aussi l'hygiène et la sécurité des #hôpitaux pour le profit des actionnaires. L’Etat qui détourne l’argent public au bénéfice de ces margoulins, est complice !",autre
8401,"Loi #SecuriteGlobale, loi #separatisme Macron drague l'électorat d'#extrêmedroite.  Opposer la conscience de classe à la campagne réactionnaire !  https://t.co/ZK0dNysDD5",
8402,"Beaucoup de monde aux #manifs ! Contre les #ViolencesPolicieres et loi #SecuriteGlobale. Mais aussi contre la violence des licenciements, du chômage et de la précarité ! Celle-là aussi tue ! Les deux sont liées, on ne se débarrassera pas de l’une sans combattre l’autre ! https://t.co/1CELlM37HC",
8403,En #manifestation aujourd'hui contre le #chômage et la #précarité et contre leur loi de répression #SecuriteGlobale https://t.co/j9TcetORNb,securite
8404,#Manifestons aujourd'hui contre le #chômage et la #précarité. Alors qu'avec la #crise patronat et gouvernement menent la guerre aux travailleurs et aux chômeurs. Manifestons aussi pour dire qu'ils ne nous feront pas taire avec leur loi #SecuriteGlobale,
8405,"#AnneSylvestre était venue en 2013 à la fête de lutte ouvrière chanter ses chansons parfois douces, souvent drôles, toujours poétiques et engagées du côté des opprimés et de leurs droits. Une voix unique s'en va. Une pensée émue pour elle.",
8406,"Prendre le pouvoir ça veut dire exproprier la bourgeoisie des moyens de production et qui peut le faire ? C'est la classe ouvrière. Les travailleurs doivent prendre le pouvoir, ça doit être notre persepective... celle des #communistes #révolutionnaires. https://t.co/wMQ3mSY4Bo",emploi
8407,Des centaines de milliers de #manifestants ont dénoncé les #ViolencesPolicieres et la loi d'impunité globale voulu par ce gvt. La #Police est pour l'Etat un dernier recours pour imposer sa politique antiouvrière et faire accepter cet ordre social pourri https://t.co/BQ7TTlxuwJ,
8408,Succès des #manifestations contre la loi #SecuriteGlobale et les #ViolencesPolicieres : un encouragement pour tous ceux qui refusent les mesures autoritaires du gvt. Il voudrait qu'on se taise face à la crise sociale qui s'aggrave : pas question !,
8409,"Ces vidéos prouvant les violences policières et racistes que #Darmanin veut interdire avec #article24. Scandaleux, révoltant ! #StopLoiSecuriteGlobale. Soyons nombreux à manifester samedi 28 ! https://t.co/wmpQzpEwzP",liberte
8410,"Révoltée par la chasse aux #migrants en plein Paris,  #placedelarepublique. A bas la  répression et la violence de l'État contre ceux qui fuient la guerre et la misère. Comme si il n'était pas possible de loger tout le monde dans un pays riche comme la France !",
8411,La gestion de la #CriseSanitaire par le gvt c'est la gestion de la pénurie. Nos libertés sont confinées mais pour le grand patronat rien ne doit entraver sa liberté d'exploiter. Travailleurs  refusons de faire les frais de la crise sanitaire et économique  https://t.co/KausiuWk6S,
8412,"#loisecuriteglobale : contre cette loi inique, contre l'évolution sécuritaire du pouvoir, préparer les combats de demain ! https://t.co/WDLAAvezQW",juridique
8413,Beaucoup beaucoup de monde contre la loi #SecuriteGlobale au #Trocadéro https://t.co/cc2cs1ZhxT,
8414,"""Cachez ces violences policières que je ne saurais voir"". Non à la loi de #SecuriteGlobale !",
8415,"#holdup_ledoc prêche fatalisme et impuissance aux exploités. Pour régner, la bourgeoisie n’a pas besoin de #complot, elle a ses capitaux ! Pas besoin de hold-up elle détient les médias et a les gouvernements pour la servir. https://t.co/krrX30eBGs",autre
8416,Vive la lutte des  #eboueurs et #egoutiers de Paris ! Ils ont mille fois raison de ne pas se laisser faire.  Force et courage à eux !,
8417,"#Moderna, #Pfizer...c'est la Bourse avant la vie. Les #vaccins ne sont pas encore disponibles qu'ils ont déjà rapporté des milliards aux actionnaires. Il n’est pas question de cooperation mondiale, la loi du profit gâche les prouesses scientifiques et passe avant la santé .",
8418,"Le #Covid, un nouveau prétexte pour licencier ! Révoltant ! https://t.co/5IVBYP7kC9",delete
8419,"Incapables de gérer efficacement la #crise, gvt et patronat voudraient que l’on se taise. Prendre au sérieux l’#épidémie, ne pas se laisser embobiner par les thèses #complotistes, ne signifie ni se taire ni faire confiance, mais lutter consciemment contre le capitalisme.",
8420,"Les leçons de morale #sanitaire, les contraintes, le contrôle et les #amendes s’arrêtent aux portes des entreprises. À l’intérieur, c’est le règne du grand #patronat et le seul protocole qui fait loi est celui des profits  https://t.co/DQPWmhQTzf",
8421,"Après toute une comédie politicienne #Bridgestone confirme sa décision de fermer à #Bethune. Président, ministres, président du conseil régional... des paillassons sur lesquels les #multinationales s’essuient les pieds ! Solidarité avec tous les travailleurs du site !",aide sociale
8422,"#11Novembre se souvenir que le capitalisme porte tjs en lui la #guerre.Quand Macron dit que l'on se bat aujourd'hui pour les ""mêmes valeurs"" qu'en 14-18, en effet aujourd'hui comme hier dans leurs guerres on meurt toujours pour les intérêts des industriels https://t.co/FygfpJTAEl",
8423,"#greve10novembre : manifestation aujourd’hui contre l’incurie du gvt dans l'#education : dans tous les secteurs, on ne se protégera, nous salariés, qu'en prenant les choses en main nous-mêmes ! https://t.co/0UnZsasp8Y",
8424,Ce matin sur le #vaccin : « il faut dire merci aux gds groupes capitalistes ». Quelle blague ! #Pfizer et cie sont shootés aux subventions publiques. Sans ces milliards et sans la recherche publique mondiale ils ne sont rien.  Mais qq actionnaires parasites en profiteront. 😡,autre
8425,"Je serai en #grève demain. Le mépris, l’aveuglement du gvt et de #Blanquer sont insupportables. Depuis mars ils n’ont rien fait de sérieux. Auj en pleine urgence, les enseignants en sont encore à mendier des mesures de bon sens ! Ce sont des irresponsables !",
8426,"#Societegenerale annonce encore 700 #Suppressionemplois. Pour tous ces grands groupes le #covid a bon dos. Pire que le coronavirus, il y a la cupidité capitaliste !",
8427,"#Biden serviteur du grand capital succède à #Trump ce milliardaire raciste. La crise, le chômage, l'extrême droite armée... sont toujours là. Et wall street pourra compter sur les démocrates, pour saigner la classe ouvrière des #EtatsUnis et d’ailleurs https://t.co/UstHWu2p4u",emploi
8428,"Les mobilisations des #enseignants et des #élèves ont forcé #Blanquer à revoir sa copie sur le #protocolesanitaire ! En laissant les établissements et les profs s’organiser, le bon sens va enfin pouvoir entrer dans les collèges et lycées !",
8429,"Ne pas dépasser les #Borne(s) de la propriété : pour le gvt les amendes, la répression c'est bon pour la jeunesse et pour les salariés qui ne rentrent pas assez vite chez eux après le travail, pas pour les patrons qui jouent avec la peau des travailleurs.  https://t.co/XOeKawv3gf",
8430,"#Trump ou #Biden, c’est Wall Street qui gagne : aux #EtatsUnis comme ici les travailleurs devront renouer avec la lutte de classe pour sauver leur peau.  https://t.co/zbYRLKIlch",international
8431,"Mépris vis-à-vis de l'émotion des #enseignants, improvisation et précipitation pour l’hommage à #SamuelPaty, #protocolesanitaire au bon vouloir des chefs locaux. Ordres et contrordres, il y en a marre ! Les enseignants ne sont pas les bons petits soldats de #Blanquer !",
8432,"Longue intervention de #Castex et ministres. Des détails, beaucoup de précisions... Pas un mot sur les #chômeurs, les précaires ou jeunes qui cherchent du travail !",
8433,"#epidemie hors de contrôle : résultat de l'échec du gouvernement qui s’est refusé à donner les moyens nécessaires aux #hôpitaux et à prendre les mesures nécessaires dans les écoles, les transports, les entreprises https://t.co/9S9NHv3vrM",delete
8434,"Face à la surenchère sécuritaire du gvt, contre #racisme et intégrisme #religieux ces frères jumeaux qui s'alimentent l'un l'autre.  Défendre nos intérêts communs et vitaux de travailleurs https://t.co/snx1shO59l",autre
8435,Sur plateau télé ce soir tout le monde estime impossible d’embaucher massivement dans les #hopitaux maintenant car que ferait on de ce surplus de personnel après le #COVID ?!!! Incroyable. Ils n’ont jamais entendu parler de la crise hospitalière et des 6 millions de #chômeurs !,
8436,"Les manquements du #gvt sur les #tests, son refus de réarmer les #hôpitaux, l’absence de mesures dans les transports ou l’éducation depuis sept mois, nous mènent droit au #reconfinement ! Ils ont cru s’en tirer sans trop de frais. Des incapables ! De quoi être très en colère !",securite
8437,#Darmanin champion de la bêtise #raciste cherche à débusquer le fondamentalisme dans les rayons des supermarchés. Tous ces démagogues veulent nous vendre leur marchandise pourrie : nationalisme et xénophobie. Pas de division entre les exploités !,
8438,#UnitéNationale c'est la défense d'un ordre social basé sur l'exploitation et les inégalités. Le fanatisme religieux et la terreur fasciste sont les bêtes immondes du ventre de cet ordre social. La lutte des travailleurs : seule perspective pour sortir l'humanité de la barbarie.,
8439,"Horreur de l'assassinat d’un professeur de #Conflans décapité pour des caricatures de #CharlieHebdo : acte ignoble du totalitarisme #islamiste, toujours utilisé par les racistes, les réactionnaires et les anti-immigrés pour diviser le monde ouvrier. https://t.co/vnPkoHCzDf",liberte
8440,"#conflans #Melenchon demande de s’interroger sur les agissements de la communauté #Tchétchène ! Et ensuite ce sera le tour de qui ? Des Pakistanais, des Algériens parce qu’une crapule fanatisée aura frappée ? Quelle différence avec le racisme et les amalgames de #LePen ? Odieux !",autre
8441,Bouleversée d’apprendre l’assassinat d’un collègue d’HG à #Conflans parce qu’il avait montré à ses élèves les caricatures de #Charlie. Bouleversée de voir qu’à 18 ans on peut sombrer dans le fanatisme de l’intégrisme islamiste. Déterminée à combattre tout amalgame.,
8442,Macron lance un nouveau contre-feu pour masquer la destruction de l'hôpital public. La seule liberté à laquelle Macron ne veut pas s'attaquer c'est le droit des patrons à exploiter les travailleurs. Pour les travailleurs tout sera interdit sauf le droit d'aller bosser #CouvreFeu,emploi
8443,"Depuis des décennies, l’ #État sert de béquille aux capitalistes : cassant le code du travail,  facilitant l’exploitation, les #licenciements, la flexibilité.Tous les gvts successifs ont transféré des centaines de milliards des caisses publiques à celles de la bourgeoisie.",
8444,"Pour ce qui concerne l'aggravation de la #crise du capitalisme il n'y aura ni médecin, ni remède, ni #vaccin. Le #capitalisme ne peut être soigné, qu'il périsse. Les travailleurs devront compter sur leurs luttes, des luttes qui devront menacer la propriété des capitalistes.",
8445,Le combat pour les revendications immédiates des travailleurs et le combat pour renverser le capitalisme est un seul et même combat. Un extrait de mon intervention lors du meeting de vendredi soir à Paris. Pour l'intégralité de mon intervention : https://t.co/PxTLVB2YZx https://t.co/Tbht6PfgJJ,delete
8446,L'intervention de mon camarade @JPierre_Mercier. https://t.co/8NR4FBdW3i,
8447,"En meeting ce soir avec mon camarade @JPierre_Mercier. Face à la faillite du capitalisme en crise, les perspectives des #Communistes Révolutionnaires. 20h salle de la #Mutualité. Paris Maubert- mutualité.                 https://t.co/zAg9kaDUFd",
8448,"#violences :  produit d'une société individualiste, sans perspective. Scandale du gvt incapable de consacrer les moyens nécessaires pour l'#Hopital. Ni mérite ni égalité des chances dans une société basée sur l'exploitation et les inégalités sociales https://t.co/BPbZmHA949",liberte
8449,"La situation des  #hôpitaux, et des #Ehpad, est un scandale. Il faut embaucher dans les hôpitaux ! Le plus fou est ""qu’il y a trop de boulot dans les hôpitaux et trop de chômeurs à l’extérieur"". Pour imposer la création massive d'emplois il faudra des luttes.",
8450,"Nouvelles restrictions, fermetures des #bars, un aveu d'échec du gvt. La crise du #Covid a révélé l'état désastreux de l'#hôpital public. Les milliards de l'Etat sont réservés aux capitalistes. Les profits de la bourgeoisie ou notre santé, l'État a fait son choix.",
8451,#separatisme : travailleurs ne nous laissons pas diviser par  ce racisme anti-#musulmans. Si l'#Islamisme politique progresse c'est sur le terrain de la crise capitaliste. Scandale de l'État qui n'a pas créé un poste de #soignant ou de réa supplémentaire.  https://t.co/HuPxocIm8g,autre
8452,"#Macron aux #Mureaux parle de «#Separatisme » renforçant le climat xénophobe anti musulmans et contre les immigrés. Aux Mureaux comme ailleurs le séparatisme à l'oeuvre c'est celui des licenciements, c'est celui du patronat semeur de misère. Travailleurs Unissons-nous. !",
8453,"Les travailleurs n'ont pas à payer pour l'aggravation du #déficit de la #SecuritéSociale. Les #licenciements massifs, les cadeaux fiscaux au grand patronat ont creusé la dette. Pour financer la bourgeoisie l'Etat saigne toute la société. Faire payer les capitalistes !  #Veran",
8454,"#Bridegestone, #Smart, #GrandsPuits, #Auchan  Licencier dans cette période de crise doit être assimilé à un crime ! Forcer les capitalistes à préserver tous les emplois !  Répartir le travail entre tous ! Créer massivement des emplois utiles à la collectivité et non au profit !",emploi
8455,"Les petits patrons de la #restauration et des bistrots #Marseillais ont su donner de la voix. Ils ont de quoi être en colère et se battent pour défendre leur gagne-pain. La classe ouvrière devra elle aussi crier sa révolte, exiger un travail pour tous et refuser les sacrifices.",
8456,"#Total, le trust milliardaire veut supprimer des centaines de postes à la raffinerie de #Grandpuits : transition écologique, reconversion, tous les prétextes sont bons pour détruire des emplois et  optimiser les profits. Total doit payer, maintien de tous les emplois !",
8457,"Révoltante décision du tribunal de Lille qui confirme la décision du représentant de l'État, interdisant la distribution de nourriture aux #migrants à #Calais. Face à la démagogie raciste du gvt, vive la solidarité des travailleurs du monde entier !  https://t.co/cRJLGD6aV5",liberte
8458,Jouer aux conseillers du patronat comme le font les politiciens de droite et de gauche (#PCF #LFI...) ou des dirigeants #syndicaux est une tromperie. Dans cette société c'est la dictature du patronat. Les travailleurs devront arracher le pouvoir à la bourgeoisie.,
8459,"#Bridgestone : gvt et politiciens crient à la trahison et même à l' ""assassinat"" mais tous promettent des millions à l’assassin. Gvt et politiciens sont prêt à passer un pacte avec ces patrons voyons. Les travailleurs devront eux se battre pour sauver leur peau.",
8460,"Agitation nauséabonde Droite - LREM sur le #Voile pour masquer les conséquences de la crise que l'on fait payer aux travailleurs. #Covid, #Sante #education, c'est l'incurie totale du gvt uniquement préoccupé par la sauvegarde des profits capitalistes . https://t.co/WeEC6jXOr4",emploi
8461,"Non à l'expulsion de #mehmetyalcın militant #Kurde opposé au pouvoir d'Erdogan ! Macron montre les muscles face à la Turquie en Méditerranée pour défendre les intérêts gaziers de Total, et des marchands de morts mais il est prêt à livrer un opposant à la répression dictatoriale.",
8462,#Grève  #manifestation17septembre : les travailleurs ne peuvent compter que sur leur propre lutte. Comme chez #Bridgestone il ne faudra pas compter sur la protection de l'État entièrement au service de la Bourgeoisie. Imposer la répartition du travail. https://t.co/eWwlPmWk7I,
8463,#Bridgestone veut fermer son usine de Bethune. « Un assassinat ! » a dénoncé #XavierBertrand. Vrai ! Mais pourquoi promet-il encore de l’argent à l’assassin ? Non aux licenciements ! Dans cette période de crise les profits présents et passés doivent assurer emplois et salaires !,emploi
8464,"#Manifestons le 17 septembre, les travailleurs n'ont pas à payer la crise ! #greve17septembre https://t.co/uSIGEr6lpD",
8465,"En #greve17septembre et en  #manifestation : les travailleurs qui se préparent à battre le pavé ont raison. Ils préparent le monde du travail au combat contre les mauvais #plans du gvt et du grand patronat. « Prolétaires, sauvons-nous nous-mêmes » !",
8466,"L'incendie survenu dans le camp de réfugiés de #Moria sur l'île de #Lesbos : conséquence de la politique criminelle des dirigeants des grandes puissances impérialistes de l'UE, leur politique ce sont les barbelés et les camps. Liberté de circulation et d'installation pour tous !",securite
8467,"L’argent #public devrait servir à ce qui est utile à la société. 100 milliards d’euros ce sont 2,7 millions d’emplois payés 1800 €. De quoi embaucher :  #santé,  #éducation, #transports, #travauxpublics. Mais pour réaliser tout cela les travailleurs devront s'emparer du pouvoir",
8468,"#PlanDeRelance de 100 milliards. Macron - #Castex disent au grand patronat,  ""enrichissez-vous, servez-vous c'est cadeau"". Les capitalistes empochent les milliards et licencient à tour de bras. Les travailleurs n’ont pas à se sacrifier pour ces bourgeois parasites !",
8469,Bruno Le Maire pointe l'#épargne comme si on pouvait comparer les économies des travailleurs avec l'argent accumulé par les plus riches pendant la crise. C'est une escroquerie ! https://t.co/vGfAr3UWgE,emploi
8470,"« Liberté égalité fraternité »... dans une société de classe, pourrie par les inégalités et les discriminations ? Impossible ! #Republique https://t.co/Fi8X1X1Tuk",
8471,"En s'attaquant à #DanièleObono, #ValeursActuelles défend la fiction raciste qui prétend que les bénéficiaires de la traite des Noirs ont été les Africains. Ce sont bien, les bourgeoisies d'Europe et d'Amérique qui ont fait leur fortune sur le sang et la sueur des esclaves !",
8472,"Masqués mais pas muselés ! Contre le #PlanDeRelance des profits patronaux, défendre un plan de lutte des travailleurs !  https://t.co/7pv4v0QO1O",emploi
8473,"Les capitalistes détruisent les #emplois par dizaines de milliers, amputent les salaires et aggravent les conditions d'existence mais Macron vole au secours de leurs profits avec un #PlanDeRelance de 100 milliards qui viendra engraisser cette grande bourgeoisie.",
8474,"Les discours paternalistes du gvt Macron #Castex concernant les #gestesbarrières ne peuvent masquer son incurie, sa passivité et son incapacité à consacrer les moyens suffisants pour la #santé, pour les #EPHAD comme pour l' #éducation.",
8475,"#rentrée : défendre nos intérêts. Les travailleurs doivent discuter, s’organiser et se doter de leur propre plan d’action avec l'objectif d'imposer la répartition du travail entre tous et de faire payer la #Crise au grand capital ! https://t.co/Ztdgzx5nmu",emploi
8476,"Il serait vain de se demander pour qui sonne le glas. Il sonnera pour tous les travailleurs, pour la société dans son ensemble. En attisant les rivalités entre  puissances, la rapacité capitaliste nous condamne à un monde d’affrontements, de tensions militaires et de #guerres.",
8477,"Pour la bourgeoisie, pour les #Peugeot, #Mulliez, Drahi ou Arnault la #Crise est une source d’opportunités, de rachats de concurrents, prétexte à l'aggravation de l'exploitation des salariés. Pour les travailleurs c'est le risque de perdre ce qui leur permet de vivre.",
8478,Soutien à #AnthonySmith : le ministère du travail prouve qu'il n'est que celui du capital. C'est un acharnement contre cet inspecteur du travail qui avait eu l'audace de vouloir défendre  la santé des salariés. Levée immédiate de toutes les sanctions !  https://t.co/hMseClB2G9,autre
8479,"Le capitalisme c'est le #chômage, la misère et c'est la #guerre en #Afrique, au #ProcheOrient... comme ici les travailleurs devront arracher son pouvoir à la bourgeoisie et prendre les commandes de toute la société.",
8480,"La détermination des manifestants #Libanais a conduit à la démission de ce gvt de corrompus. Mais le mépris pour la vie humaine n'est pas l'apanage de ce clan, c'est une loi générale du système capitaliste. Un système que les travailleurs devront renverser là-bas comme ici #Liban",
8481,"A #Beyrouth, #Macron dénonce le régime corrompu et les divisons confessionnelles que l’état français a mis en place et qu’il n’a cessé de soutenir. Quant à l’aide, elle aidera d’abord les affaires françaises au #Liban et la bourgeoisie libanaise, grande amie de Macron.A vomir!",autre
8482,"#macronauliban venu soutenir une classe dirigeante, politiciens et bourgeois, avide de profit et corrompue. Derrière un masque humanitaire, Macron vient défendre les intérêts de l'impérialisme français qui a mis en place ce système pourri dénoncé dans la rue ! #Beyrout",
8483,L'explosion probable d'un stock de nitrate d'ammonium sur le port de #Beyrouth au #Liban est un drame industriel qui en rappelle d'autres de Bophal à Seveso en passant par AZF. L'irresponsabilité des capitalistes est sans limite. Leur retirer le contrôle de la société est vitale,
8484,Face à la #crise qui menace toute la société : les travailleurs devront exproprier les capitalistes. Les travailleurs devront réorganiser toute la société en fonction des besoins réels. #communisme,emploi
8485,"La course au #vaccin anti- #Covid_19 est lancée mais c'est une course au profit entre trusts pharmaceutiques, une guerre entre capitalistes.",
8486,"Face à une #crise qui menace toute la société, les travailleurs devront exproprier les capitalistes et la bourgeoisie. Les travailleurs devront réorganiser toute l’économie en fonction des besoins réels #communisme",
8487,"Hommage à #GiseleHalimi. De la défense de Djamila Boupacha militante FLN violée et torturée par l’armée française jusqu’au combat pour le droit à l’avortement : une femme de courage et de convictions, une femme libre et une militante de la cause des femmes et des opprimés.",culture
8488,"31 500 chômeurs de plus, un chiffre officiel du #chômage de  6,157 millions... Un record révoltant et la saignée va continuer ! Faire payer les licencieurs les #Renault, #Airbus,#Sanofi... Faire payer la bourgeoisie et imposer la répartition du travail entre tous ...",
8489,"CONTRE LA #SAUVAGERIE DU CAPITALISME,  LES TRAVAILLEURS DOIVENT IMPOSER LEUR DROIT À L’EXISTENCE https://t.co/HsztZOlTco",
8490,"La sauvagerie existe bien : c’est celle du capitalisme, d’un système économique incapable d’assurer un emploi et un salaire dignes à des millions de travailleurs. L'ampleur de la #crise, du #chômage est historique, il faudra y répondre par une lutte massive du monde du travail",emploi
8491,"Liberté de circulation et d'installation pour tous les #migrants ! A #Calais le gvt Macron ne recule devant aucune bassesse, aucune inhumanité contre les migrants : jusqu'à les priver d'accès à l'eau et à la nourriture. Macron fait encore du #LePen  https://t.co/qkgxd9Uk4z",
8492,"Au rassemblement en soutien à #AnthonySmith,  inspecteur du travail suspendu et menacé de révocation pour avoir demandé à une association d’aides à domicile qu’elle leur fournisse des masques en pleine crise de COVID. #JeSoutiensAnthonySmithhttps://t.co/ve13MJDKGj",
8493,Soutien à Anthony Smith inspecteur du travail sanctionné pour avoir tenté de protéger les aides à domicile au pic de l’épidémie ! Honte à ce ministère  du travail main dans la main avec le patronat ! Les profits après la santé ! Non aux sanctions contre Anthony ! https://t.co/x9oZT8vYRn,culture
8494,"#Europe ce n’est pas le #PlanDeRelance qui est historique, c’est la crise économique ! Elle a forcé les marchands de tapis à se mettre d’accord. Résultat : les grands groupes capitalistes européens seront arrosés de milliards d’argent public qui grossiront leurs profits.",
8495,"Au rassemblement en soutien à Alex, militant CGT du dépôt RATP bus de Vitry-sur-Seine. A bas la répression patronale ! https://t.co/bgSQS8kZ0M",
8496,Le #PlanDeRelance  de Macron c'est 100 milliards d'argent magique offert aux capitalistes et une série de mauvais coups pour le monde du travail. La défense des travailleurs ne passera pas par des négociations sur le tapis vert mais par un plan de lutte.  https://t.co/m4FT207noK,emploi
8497,"#masqueobligatoire aujourd’hui dans les lieux publics fermés. Eh bien il faut rendre obligatoire la #gratuité ! La santé pour tous, riches comme pauvres !",
8498,"Pour masquer sa gestion catastrophique de la crise sanitaire, le gvt mise sur la répression et les amendes. Si le port du #Masque dans les lieux confinés relève du bon sens, la distribution de masques gratuits dans les lieux concernés devrait être une évidence. #masquesgratuits",
8499,"#Takuba, énième force d’intervention militaire de la France au #Sahel : en pyromane, l'armée française ne fait que défendre le droit de ses capitalistes à poursuivre le pillage du continent soutenant les dictateurs sanguinaires comme #IBK. Impérialisme français hors d'#Afrique !",international
