,id,data,label,data_clean
8246,8247,"Le protocole anti #covid pour la rentrée des classes est simple, c’est ""débrouillez-vous"" et on a l’habitude ! Zéro moyen humain supplémentaire, zéro matériel supplémentaire. #Blanquer brasse du vent mais ça ne réglera pas le problème de l’aération des salles de classe bondées !",education,protocole anti covid rentree classer simple debrouiller habitude zero moyen humain supplementaire zero materiel supplementaire blanquer brasser vent regler probleme aeration salle classer bonde
8247,8248,#PassSanitaire entendu ce matin le patron du #Medef d’accord avec le passe et non gratuité des tests car « la liberté individuelle s’arrête devant le bien commun ». La rage ! Qu’il s’applique à lui même cette belle morale et il y aura moins de fermetures d’usine et de précarité !,democratie,passsanitaire entendu matin patron medef accord passer non gratuite test liberte individuel arreter devoir bien commun rager appliquer luire beau morale fermeture usiner precarite
8250,8251,"#Afghanistan #Macron annonce q la France doit se protéger des Afghanes et Afghans fuyant les #Talibans ! Ils ne seront bienvenus ni en France ni dans l’UE, dont les gvts s’arrangeront avec les régimes iranien, turc et pakistanais bien connus pour leur sens démocratique. Écœurant!",securite,afghanistan annoncer q france proteger afghan afghan fuyant taliban bienvenu france ue gvts arranger regime iranien turc pakistanais bien connu sens democratique ecoeurant
8252,8253,"#GiEC sonne l'alarme depuis des décennies. Mais ce ne sont pas les pyromanes des gdes puissances impérialistes qui agiront pour éteindre l'incendie. ""Le capitalisme épuise 2 choses : la nature et le travail K.Marx"". Pour les deux il faudra exproprier la classe capitaliste #Climat",ecologie,giec sonner alarmer decennie pyromane gdes puissance imperialiste agir eteindre incendier capitalisme epuiser choses nature travail k marx falloir exproprier classer capitaliste climat
8255,8256,"#Stellantis fusion #Psa #Fiat a fait un benef de 6 milliards au 1er semestre. Plus de benef et dividendes exceptionnels. La magie de la multiplication des pains pour les actionnaires. L’exploitation, les cadences, le chômage partiel et salaires bloqués pour les travailleurs !",emploi,stellantis fusion psa fiat benef milliard er semestre benef dividende exceptionnel magie multiplication pain actionnaire exploitation cadence chomage partiel salaire bloque travailleur
8256,8257,"Le vaccin #Pfizer va passer de 15,5 à 19,5€ et #Moderna de 19 à 21,5. Les vautours spéculent sur le #Covid et vident les caisses publiques. Et #Macron ne leur fait pas de leçons de morale ou de procès en irresponsabilité ! Eux, ils ont le droit de tt faire. Un monde à changer !",pouvoir_achat,vaccin pfizer prendre moderna vautour speculer covid vider caisse public lecon morale proces irresponsabilite droit tt faire monde changer
8261,8262,#PassSanitaire : Macron transforme la vaccination en arme politique pour dissimuler ses propres responsabilités dans ce chaos. La colère légitime doit s'exprimer sur le terrain des intérêts des travailleurs ! https://t.co/p7AWeqlP1O,emploi,passsanitaire transformer vaccination armer politique dissimuler propre responsabilite chaos colere legitimer exprimer terrain interet travailleur
8262,8263,#ManifestationAntiPassSanitaire Oui il y a de quoi être colère ! La Trique contre les travailleurs et les yeux doux pour labos et grd patronat ? Pas d’accord ! C l’inverse qu’il faut: des contraintes et sanctions contre les licencieurs et ceux qui démolissent le système de santé!,democratie,manifestationantipasssanitaire oui colere triquer contrer travailleur oeil doux labo grd patronat accord inverser falloir contraint sanction contrer licencieurs demolir systeme sante
8264,8265,"L’attaque sur la retraite dès que possible, #vaccinationobligatoire… pas de surprise ! Des contraintes et des sanctions pour les travailleurs et rien imposé au gd patronat ! Rien aux Big pharma qui sont pourtant, avec leurs #Brevets l’obstacle n1 à la vaccination dans  le monde.",emploi,attaquer retraite vaccinationobligatoire surprise contraint sanction travailleur rien impose gd patronat rien big pharma pourtant brevet obstacle vaccination monde
8265,8266,Oui à l'obligation... de recruter dans les hôpitaux et d'augmenter les salaires des soignants ! #Macron20h https://t.co/EpA8UPDcB1,sante,oui obligation recruter hopital augmenter salaire soignant macronh
8268,8269,"Le gvt dit q les soignants non vaccinés sont irresponsables ? Indécent ! Qd on travaille au chevet de malades et de personnes dépendantes, c tous les jours qu’on est forcé de prendre ses responsabilités ! Le #VaccinObligatoire est un écran de fumée pr masquer l'incurie de l'État.",sante,gvt q soignant non vaccine irresponsable indecent qd travailler chevet malade personnes dependant jour force prendre responsabilite vaccinobligatoire ecran fumee pr masquer incurie etat
8270,8271,"#rechauffement voilà que l’on parle de « Dôme de chaleur », c’est au #Canada #Vancouver : des dizaines de morts subites, des routes fermées parce que le bitume fond, des écoles et un système électrique à l’arrêt… et les maîtres du monde vont nous dire quoi ? Qu’ils maîtrisent ?!",ecologie,rechauffement dome chaleur canada vancouver dizaine mourir subit route ferme bitume fondre ecole systeme electrique arret maitre monde aller maitriser
8273,8274,"#Fonderie #MBF 300 travailleurs qui perdent leur gagne pain parce que #Renault et #PSA ont d’autres plans pour leurs profits. Le Covid n’y est pour rien, c juste le retour à la normalité capitaliste. Une normalité à laquelle on ne peut pas s’habituer! Avec les ouvriers de #MBF !",emploi,fonderie mbf travailleur perdre gagner pain renault psa plan profit covid rien normalite capitaliste normalite pouvoir habituer ouvrier mbf
8277,8278,#Macron va t-il embaucher profs pour dédoubler toutes les classes primaires ? Non. Va t-il embaucher pour qu’il y ait des remplaçants ! Non. Va t-il enfin pérenniser les emplois des #AESH et les multiplier ? Non plus ! Alors la #lecture #grandecausenationale c’est du vent !,education,t embaucher prof dedoubler classer primaire non t embaucher remplacant non t perenniser emploi aesh multiplier non lecture grandecausenationale vent
8279,8280,"J'appelle les travailleuses et les travailleurs à exprimer leur ecoeurement contre cette société capitaliste. Les intérêts des travailleurs doivent s'imposer face à ceux des capitalistes. #electionsregionales2021 faîtes entendre le camp des travailleurs, votez LutteOuvrière #LCI",emploi,appeler travailleur travailleur exprimer ecoeurement contrer societe capitaliste interet travailleur devoir imposer face capitaliste electionsregionales faites entendre camp travailleur voter lutteouvriere lci
8282,8283,Les #transports devront être évidemment gratuits pour toute la classe des travailleurs et donc ils devront être payés par le grand patronat. Il faudra combattre toutes les privatisations et les lois du profit capitaliste qui s'immiscent partout. #LCI,emploi,transport devoir evidemment gratuit classer travailleur devoir paye grand patronat falloir combattre privatisations loi profit capitaliste immiscer partout lci
8283,8284,"Dire qu'il n'y a pas de travail c'est un mensonge. Dans les hôpitaux, dans les EHPAD il y a du travail par-dessus la tête. Dans les entreprises c'est les cadences infernales. Je n'attends rien ni de l'État ni de la #region  les travailleurs imposeront le partage du travail #LCI",emploi,travail mensonge hopital ehpad travail tete entreprise cadence infernal attendre rien etat region travailleur imposer partager travail lci
8285,8286,"Des travailleurs se battent à #RenaulFlins pour garder leur travail. Imposer au patronat le partage du travail entre tous, l'arrêt de toutes les suppressions d'emplois. Imposer l'expropriation des entreprises et que les travailleurs les contrôlent eux-mêmes #LCI",emploi,travailleur battre renaulflins garder travail imposer patronat partager travail entrer arret suppression emploi imposer expropriation entreprise travailleur controler lci
8286,8287,"#Macron ou #Pécresse c'est la même politique consistant à arroser le grand patronat. Il n'y a que les travailleurs par leurs luttes qui combattent le chômage. Pour des créations d'emplois publics utiles à la collectivité, pour imposer le partage du travail entre tous  #LCI",emploi,pecresse politique consister arroser grand patronat travailleur lutter combattre chomage creation emploi public utile collectivite imposer partager travail entrer lci
8288,8289,Dans la rubrique licenciement crapuleux : #RenaultTruck St Priest : 3 ouvriers licenciés pour avoir secoué un distributeur de boisson défectueux. 3 familles privées de revenus ! C’est pas de la violence ça ?!!!,emploi,rubrique licenciement crapuleux renaulttruck st priest ouvrier licencie secouer distributeur boisson defectueux famille prive revenu violence
8291,8292,"#Mélenchon explique TB ce qui le sépare de #LO. Lui, il propose un compromis aux capitalistes, une société d’entraide et le rapport de force c’est… lui !!! Si vous pensez qu’il faut exproprier le grand capital irresponsable, il faut voter LO ! https://t.co/joBNh3YHY8",international,melenchon expliquer tb separer lo luire proposer compromis capitaliste societe entraider rapport forcer luire penser falloir exproprier grand capital irresponsable falloir voter lo
8298,8299,"#ManifPolice. Darmanin va-t-il revêtir l'uniforme pour montrer qu'il est vraiment le premier flic de France ? La pression à l'unité nationale, surtout derrière la #Police c'est tjrs pour nous faire marcher au pas.  Le camp des travailleurs est de l'autre côté de la matraque.",securite,manifpolice darmanin t revetir uniforme montrer vraiment flic france pression unite nationale policer tjrs faire marcher camp travailleur cote matraquer
8300,8301,"Renvoyer dos à dos le terrorisme d'État  #Israelien et les tirs de roquettes du Hamas, c'est se ranger dans le camp du plus fort, de l'impérialisme.La révolte du peuple #Palestinien contre leur oppression est plus que légitime et mérite toute notre solidarité ! #GazaUnderAttak",aide_sociale,renvoyer dos dos terrorisme etat israelien tir roquette hamas ranger camp fort imperialisme revolter peupler palestinien contrer oppression legitimer meriter solidarite gazaunderattak
8306,8307,Lutte ouvrière sera présente aux #Electionsrégionales. Je conduis la liste en île-de-France. Les travailleurs n’ont pas à payer la crise. Ils doivent se faire entendre dans les urnes comme dans la rue ! https://t.co/M3QDpfIcgu,emploi,lutter ouvrier presenter electionsregionales conduire liste ile france travailleur payer crise devoir faire entendre urne ruer
8307,8308,"#10Mai1981, arrivée de #Mitterrand au pouvoir et début du recul des organisations ouvrières. Les travailleurs ont payé très cher les illusions propagées par le PCF et le PS. Souvenons nous ce qu’il en coûte de repeindre des politiciens bourgeois en socialistes !",emploi,mai arrivee mitterrand pouvoir debut recul organisation ouvrier travailleur paye cher illusion propager pcf ps souvenir couter repeindre politicien bourgeois socialiste
8309,8310,"#8Mai1945 : en #Algérie à #Sétif et Guelma l'armée de la ""Libération"" massacrait la population qui voulait se libérer de ses chaînes. Eh oui, la « libération », ce n’est pas pour les opprimés, si on ne supprime pas l’exploitation et l’impérialisme !",culture,mai algerie setif guelma armee liberation massacrer population vouloir liberer chaine oui liberation opprime supprimer exploitation imperialisme
8312,8313,"#1erMai2021 #BlackBloc ou pas, l’agression des militants de la #CGT en fin de cortège est odieuse. Preuve que derrière la pseudo radicalité, il peut se cacher une violente hostilité au monde ouvrier et à ses militants  !Solidarité avec les militants blessés de la #CGT.",democratie,ermai blackbloc agression militant cgt fin cortege odieux preuve pseudo radicalite pouvoir cacher violenter hostilite monde ouvrier militant solidarite militant blesse cgt
8316,8317,Des #putschistes en réserve : un avertissement pour tous les travailleurs. #Generaux  #ExtremeDroite.  https://t.co/hwKLNdU8Xk,emploi,putschistes reserver avertissement travailleur generaux extremedroite
8321,8322,"#SecuriteGlobale : les coupables de #violencepolicière bien protégés... Mais si le gouvernement pense avoir trouvé le vaccin contre la contestation sociale, il se trompe ! Chez les travailleurs le virus de la colère et des luttes est incontrôlable.",securite,securiteglobale coupable violencepoliciere bien protege gouvernement penser trouve vaccin contrer contestation social tromper travailleur virus colere lutter incontrolable
8322,8323,"#Messe à Paris sans masque ni gestes barrières... le prêtre et les fidèles le justifient : les lois de Dieu sont supérieures aux lois de la République. Face à un tel cas de #séparatisme, je suis prise d’un doute : le gouvernement va-t-il dissoudre l’Eglise catholique ? 😂",democratie,messe paris masquer geste barriere pretre fidele justifier loi dieu superieur loi republique face cas separatisme priser douter gouvernement t dissoudre eglise catholique
8324,8325,"#UrgenceClimatique : il faudra renverser la classe capitaliste. La  classe ouvrière devra prendre le pouvoir pour réorganiser l'ensemble de la société sur des bases communistes, exproprier les trusts pollueurs, planifier l'économie... #vilpol",ecologie,urgenceclimatique falloir renverser classer capitaliste classer ouvrier devoir prendre pouvoir reorganiser ensemble societe baser communiste exproprier trust pollueur planifier economie vilpol
8325,8326,"Lutte Ouvrière sera présente aux #électionsrégionales pour faire entendre le camp des travailleurs, pour dire que les travailleurs, la classe ouvrière sont légitimes à décider, à diriger la société. Pour que s'expriment ceux qui pensent qu'il faudra des combats. #vilpol",emploi,lutter ouvrier presenter electionsregionales faire entendre camp travailleur travailleur classer ouvrier legitime decider diriger societe exprimer penser falloir combattre vilpol
8327,8328,"Si les travailleurs étaient au pouvoir, si la population laborieuse avait en main l'organisation de la société c'est l'intérêt collectif qui aurait prévalu. Le gvt Macron lui n'impose rien aux capitalistes. #vilpol",emploi,travailleur pouvoir population laborieux main organisation societe interet collectif prevaloir gvt luire imposer rien capitaliste vilpol
8331,8332,"#hopitalpublicencrise pendant 1 an, le gvt a refusé d’ouvrir des lits de réanimation pérennes, « impossible de former le personnel en qq mois » disait-il. Auj en urgence il organise des formations express. Déprogrammations, soignants au bout de leurs forces... Irresponsable !",sante,hopitalpublicencrise pendre gvt refuse ouvrir lit reanimation perenne impossible former personnel qq mois auj urgence organiser formation express deprogrammations soignant bout forcer irresponsable
8333,8334,#Macron prétendait avoir trouvé un chemin qu’aucun autre gouvernement n’avait vu : il nous a menés au fond de l’impasse et maintenant il reconfine !,democratie,pretendre trouve chemin aucun gouvernement mener fondre impasse maintenir reconfine
8336,8337,J'exprime ma solidarité à la librairie la #PlumeNoire et aux militants de l' UCL après une nouvelle attaque par des nervis d' #extrêmedroite. Ces voyous se sentent renforcés dans leurs convictions fascisantes par les campagnes xénophobes d'un gvt qui court derrière le #RN,aide_sociale,exprimer solidarite librairie plumenoire militant ucl nouvelle attaquer nervi extremedroite voyou sentir renforcer conviction fascisantes campagne xenophobe gvt court rn
8337,8338,#GiletJaunes #ArcDeTriomphe : la justice voudrait intimider et dissuader ceux qui ont osé exprimer leur révolte contre la vie chère et contre un gouvernement aux ordres des plus riches. En revanche rien à reprocher à la police qui éborgne et mutile les manifestants !,democratie,giletjaunes arcdetriomphe justice vouloir intimider dissuader ose exprimer revolter contrer vie cher contrer gouvernement ordre riche revanche rien reprocher policer eborgner mutiler manifestant
8340,8341,Troisième vague de #Covid et troisième vague de suppressions d’emplois sur la zone aéroportuaire de #Roissy . Le gvt ment quand il dit protéger les emplois. Il protège le grand patronat et actionnaires. Arrêt des licenciements ! Répartition des emplois ! https://t.co/w1HWJkh3lE,emploi,troisieme vaguer covid troisieme vaguer suppression emploi zone aeroportuaire roissy gvt mentir proteger emploi proteger grand patronat actionnaire arret licenciement repartition emploi
8343,8344,Transferts de patients en Idf : la preuve en acte que les hôpitaux ne sont pas mieux armés qu'il y a un an contre le #Covid_19. Cela en dit plus long que tous les beaux discours du gvt !,sante,transfert patient idf preuve acte hopital mieux arme contrer covid_ long beau discours gvt
8345,8346,"Contre la pénurie de #vaccins, il faut réquisitionner les #laboratoires ! https://t.co/ujcZJtLVMD",aide_sociale,contrer penurie vaccin falloir requisitionner laboratoire
8346,8347,Au rassemblement des salariés de #Korian devant le palais de justice. Korian porte plainte contre Albert Papadacci délégué cgt. Son crime ? Avoir dit la vérité sur le scandale des #ehpad ! A bas l’omerta dans les Ehpad. https://t.co/R4y0rU76Py,democratie,rassemblement salarie korian devoir palais justice korian porter plainte contrer albert papadacci delegue cgt crime verite scandale ehpad omerta ehpad
8348,8349,"Soutien à la lutte des #Intermittents et précaires à #OdeonOccupe pour la prolongation de leurs droits et la suppression de la réforme de l’allocation chômage. Les métiers du spectacle nourrissent le rêve et l’évasion, mais leurs travailleurs doivent manger, payer leurs loyers !",emploi,soutien lutter intermittent precaire odeonoccupe prolongation droit suppression reformer allocation chomage metier spectacle nourrir rever evasion travailleur devoir manger payer loyer
8352,8353,"Après deux ans, le #Hirak, ce soulèvement de la population #algérienne contre la corruption du régime et la mal-vie est tjs là. Force et courage aux travailleurs algériens !",international,hirak soulevement population algerien contrer corruption regime mal vie tjs forcer courage travailleur algerien
8354,8355,"Dissolution de #GenerationIdentitaire : #Darmanin veut peut-être éliminer un concurrent. Mais pour l’heure ses membres sont autorisés à manifester et les antiracistes sont interdits de manif. Pour combattre l'extrême droite xénophobe, rien à attendre de l'État !",democratie,dissolution generationidentitaire darmanin vouloir pouvoir eliminer concurrent heure membre autorise manifester antiraciste interdit manif combattre extreme droite xenophobe rien attendre etat
8360,8361,"Faire du #Vaccin un bien commun nécessiterait de declarer la guerre au capitalisme : supprimer les brevets, détruire les monopoles, réquisitionner les trusts #pharmaceutiques. La santé de l'humanité doit s'imposer face aux profits des actionnaires !",sante,faire vaccin bien commun necessiter declarer guerre capitalisme supprimer brevet detruire monopole requisitionner trust pharmaceutique sante humanite imposer face profit actionnaire
8364,8365,"#reconfinement les médias, en boucle : faut-il reconfiner, comment, quand, qui... et personne ne parle d’embaucher dans les #hôpitaux, dans les #écoles. Il faut #EMBAUCHER, il y a un tas de choses à faire pour soulager le personnel des hostos et les écoles !",education,reconfinement media boucler falloir reconfiner embaucher hopital ecole falloir embaucher tas choses faire soulager personnel hosto ecole
8370,8371,"Ni #confinement ni couvre-feu pour la rapacité patronale : licenciements pour les uns, tjs plus de travail et d'exploitation pour les autres.  Saisissons-nous de la journée de mobilisation et de #grève4fevrier pour affirmer les exigences des travailleurs. #CGT #Solidaire #FSU",emploi,confinement couvrir feu rapacite patronal licenciement tjs travail exploitation saisir journee mobilisation grevefevrier affirmer exigence travailleur cgt solidaire fsu
8376,8377,Les trusts pharmaceutiques n’ont de bonté d’âme. Ils ne renonceront pas à leurs profits tous seuls ! A nous ne nous battre si l’on veut faire passer nos vies et notre santé avant tout !,sante,trust pharmaceutique bonte ame renoncer profit battre vouloir faire prendre vie sante
8378,8379,"Incapable de fournir les volumes nécessaires,#Pfizer annonce un ralentissement dans livraison de #vaccins. A bas les #brevets qui font d’un bien indispensable à tous la poule aux œufs d’or de quelques actionnaires !",sante,incapable fournir volume necessaire pfizer annoncer ralentissement livraison vaccin brevet faire bien indispensable poule oeufs actionnaire
8379,8380,"‌Non aux expulsions, liberté de circulation, d’installation !Solidarité avec #StéphaneRavacley #BoulangerBesançon qui défend courageusement son apprenti #Guinéen. Qu'ils fuient la guerre ou la misère régularisation de tous les travailleurs #sanspapiers !  https://t.co/Y4QKQzRsNe",aide_sociale,non expulsion liberte circulation installation solidarite stephaneravacley boulangerbesancon defendre courageusement apprenti guineen fuir guerre misere regularisation travailleur sanspapiers
8381,8382,Total soutien aux salariés de la raffinerie de #grandpuits en #grève depuis une semaine contre la rapacité de #Total. Non à la suppression de 700 emplois !,emploi,total soutien salarie raffinerie grandpuits greve semaine contrer rapacite total non suppression emploi
8382,8383,"Ce qui s’est passé au #Capitole est peut-être un simple avertissement. Mais crise du capitalisme aidant les ingrédients pour le développement d’une extrême droite fascisante sont là, et aux #USA comme ici ils sont des dangers mortels pour les travailleurs https://t.co/LNc3hozXZO",emploi,passe capitole pouvoir simple avertissement crise capitalisme aider ingredient developpement extreme droite fascisante user ici danger mortel travailleur
8384,8385,"Envahissement #Capitole #WashingtonDC : l’extrême droite chauffée par #Trump montre ses muscles. Jusqu’où va-t-elle  aller ? Une chose est certaine, la crise actuelle ne peut que la renforcer. Et ce ne sont pas les institutions et les appels à la démocratie qui feront barrage !",international,envahissement capitole washingtondc extreme droite chauffer trump montrer muscler t aller chose crise actuel pouvoir renforcer institution appel democratie faire barrage
8385,8386,"#Barkhane Après les soldats tués au #Mali, une bavure avec un bombardement sur une foule rassemblée pour un mariage ? Armée française hors d’Afrique !",international,barkhane soldat tue mali bavure bombardement fouler rassembler mariage armee francais afrique
8390,8391,"#100 ans #PartiCommuniste :  Ni le Stalinisme, ni le réformisme du #PCF n'ont effacé la nécessité, née de la révolution russe d'en finir avec la guerre et l'exploitation, de  renverser le capitalisme. L' avenir appartient toujours au #communisme !  https://t.co/auyymKzI1a",international,particommuniste stalinisme reformisme pcf efface necessite revolution russe finir guerre exploitation renverser capitalisme avenir appartenir communisme
8391,8392,"En #GrandeBretagne comme en France, le #nationalisme, le #souverainisme, les frontières sont des armes pour diviser les exploités. Pour défendre nos intérêts, pour en finir avec le capitalisme, travailleurs de tous les pays unissons nous !",securite,grandebretagne france nationalisme souverainisme frontiere armer diviser exploite defendre interet finir capitalisme travailleur pays unir
8393,8394,"Bravo aux #livreurs #UberEats de st Étienne pour leur mobilisation ! Ils ont ouvert la voie, encore bravo à eux ! https://t.co/6jXhMYATsr",aide_sociale,bravo livreur ubereats st etienne mobilisation ouvrir voir bravo
8396,8397,"Pour l’exploitation capitaliste, pas de #CouvreFeu : le flicage ne concerne pas les entreprises. Contre le #virus dévastateur du profit, un seul #Vaccin, la reprise des luttes collectives !  https://t.co/2wLorD1xrv",securite,exploitation capitaliste couvrefeu flicage concerner entreprise contrer virus devastateur profit vaccin repriser lutter collectif
8400,8401,"Loi #SecuriteGlobale, loi #separatisme Macron drague l'électorat d'#extrêmedroite.  Opposer la conscience de classe à la campagne réactionnaire !  https://t.co/ZK0dNysDD5",securite,loi securiteglobale loi separatisme draguer electorat extremedroite opposer conscience classer campagne reactionnaire
8402,8403,En #manifestation aujourd'hui contre le #chômage et la #précarité et contre leur loi de répression #SecuriteGlobale https://t.co/j9TcetORNb,securite,manifestation contrer chomage precarite contrer loi repression securiteglobale
8403,8404,#Manifestons aujourd'hui contre le #chômage et la #précarité. Alors qu'avec la #crise patronat et gouvernement menent la guerre aux travailleurs et aux chômeurs. Manifestons aussi pour dire qu'ils ne nous feront pas taire avec leur loi #SecuriteGlobale,emploi,manifester contrer chomage precarite crise patronat gouvernement menent guerre travailleur chomeur manifester faire taire loi securiteglobale
8405,8406,"Prendre le pouvoir ça veut dire exproprier la bourgeoisie des moyens de production et qui peut le faire ? C'est la classe ouvrière. Les travailleurs doivent prendre le pouvoir, ça doit être notre persepective... celle des #communistes #révolutionnaires. https://t.co/wMQ3mSY4Bo",emploi,prendre pouvoir vouloir exproprier bourgeoisie moyen production pouvoir faire classer ouvrier travailleur devoir prendre pouvoir persepective communiste revolutionnaire
8406,8407,Des centaines de milliers de #manifestants ont dénoncé les #ViolencesPolicieres et la loi d'impunité globale voulu par ce gvt. La #Police est pour l'Etat un dernier recours pour imposer sa politique antiouvrière et faire accepter cet ordre social pourri https://t.co/BQ7TTlxuwJ,democratie,centaines millier manifestant denoncer violencespolicieres loi impunite global voulu gvt policer etat dernier recours imposer politique antiouvriere faire accepter ordre social pourrir
8408,8409,"Ces vidéos prouvant les violences policières et racistes que #Darmanin veut interdire avec #article24. Scandaleux, révoltant ! #StopLoiSecuriteGlobale. Soyons nombreux à manifester samedi 28 ! https://t.co/wmpQzpEwzP",democratie,video prouver violence policier raciste darmanin vouloir interdire article scandaleux revolter stoploisecuriteglobale manifester samedi
8409,8410,"Révoltée par la chasse aux #migrants en plein Paris,  #placedelarepublique. A bas la  répression et la violence de l'État contre ceux qui fuient la guerre et la misère. Comme si il n'était pas possible de loger tout le monde dans un pays riche comme la France !",democratie,revolte chasser migrant plein paris placedelarepublique repression violence etat contrer fuir guerre misere loger monde pays riche france
8411,8412,"#loisecuriteglobale : contre cette loi inique, contre l'évolution sécuritaire du pouvoir, préparer les combats de demain ! https://t.co/WDLAAvezQW",democratie,loisecuriteglobale contrer loi inique contrer evolution securitaire pouvoir preparer combattre demain
8412,8413,Beaucoup beaucoup de monde contre la loi #SecuriteGlobale au #Trocadéro https://t.co/cc2cs1ZhxT,democratie,beaucoup beaucoup monde contrer loi securiteglobale trocadero
8420,8421,"Après toute une comédie politicienne #Bridgestone confirme sa décision de fermer à #Bethune. Président, ministres, président du conseil régional... des paillassons sur lesquels les #multinationales s’essuient les pieds ! Solidarité avec tous les travailleurs du site !",aide_sociale,comedie politicien bridgestone confirmer decision fermer bethune president ministre president conseil regional paillasson multinationale essuyer pied solidarite travailleur site
8424,8425,"Je serai en #grève demain. Le mépris, l’aveuglement du gvt et de #Blanquer sont insupportables. Depuis mars ils n’ont rien fait de sérieux. Auj en pleine urgence, les enseignants en sont encore à mendier des mesures de bon sens ! Ce sont des irresponsables !",education,greve demain mepris aveuglement gvt blanquer insupportable mars rien serieux auj plein urgence enseignant mendier mesurer bon sens irresponsable
8426,8427,"#Biden serviteur du grand capital succède à #Trump ce milliardaire raciste. La crise, le chômage, l'extrême droite armée... sont toujours là. Et wall street pourra compter sur les démocrates, pour saigner la classe ouvrière des #EtatsUnis et d’ailleurs https://t.co/UstHWu2p4u",emploi,biden serviteur grand capital succeder trump milliardaire raciste crise chomage extreme droite armee wall street pouvoir compter democrate saigner classer ouvrier etatsunis ailleurs
8427,8428,"Les mobilisations des #enseignants et des #élèves ont forcé #Blanquer à revoir sa copie sur le #protocolesanitaire ! En laissant les établissements et les profs s’organiser, le bon sens va enfin pouvoir entrer dans les collèges et lycées !",education,mobilisations enseignant eleve force blanquer revoir copier protocolesanitaire etablissement prof organiser bon sens pouvoir entrer college lycee
8429,8430,"#Trump ou #Biden, c’est Wall Street qui gagne : aux #EtatsUnis comme ici les travailleurs devront renouer avec la lutte de classe pour sauver leur peau.  https://t.co/zbYRLKIlch",international,trump biden wall street gagner etatsunis ici travailleur devoir renouer lutter classer sauver peau
8430,8431,"Mépris vis-à-vis de l'émotion des #enseignants, improvisation et précipitation pour l’hommage à #SamuelPaty, #protocolesanitaire au bon vouloir des chefs locaux. Ordres et contrordres, il y en a marre ! Les enseignants ne sont pas les bons petits soldats de #Blanquer !",education,mepris vis vis emotion enseignant improvisation precipitation hommage samuelpaty protocolesanitaire bon vouloir chef local ordre contrordre marrer enseignant bon petit soldat blanquer
8435,8436,"Les manquements du #gvt sur les #tests, son refus de réarmer les #hôpitaux, l’absence de mesures dans les transports ou l’éducation depuis sept mois, nous mènent droit au #reconfinement ! Ils ont cru s’en tirer sans trop de frais. Des incapables ! De quoi être très en colère !",securite,manquement gvt test refus rearmer hopital absence mesurer transport education mois mener droit reconfinement cru tirer trop frais incapable colere
8436,8437,#Darmanin champion de la bêtise #raciste cherche à débusquer le fondamentalisme dans les rayons des supermarchés. Tous ces démagogues veulent nous vendre leur marchandise pourrie : nationalisme et xénophobie. Pas de division entre les exploités !,democratie,darmanin champion betise raciste chercher debusquer fondamentalisme rayon supermarche demagogue vouloir vendre marchandise pourrir nationalisme xenophobie division entrer exploite
8438,8439,"Horreur de l'assassinat d’un professeur de #Conflans décapité pour des caricatures de #CharlieHebdo : acte ignoble du totalitarisme #islamiste, toujours utilisé par les racistes, les réactionnaires et les anti-immigrés pour diviser le monde ouvrier. https://t.co/vnPkoHCzDf",democratie,horreur assassinat professeur conflans decapiter caricaturer charliehebdo acte ignoble totalitarisme islamiste utilise raciste reactionnaire anti immigre diviser monde ouvrier
8441,8442,Macron lance un nouveau contre-feu pour masquer la destruction de l'hôpital public. La seule liberté à laquelle Macron ne veut pas s'attaquer c'est le droit des patrons à exploiter les travailleurs. Pour les travailleurs tout sera interdit sauf le droit d'aller bosser #CouvreFeu,emploi,lancer contrer feu masquer destruction hopital public liberte vouloir attaquer droit patron exploiter travailleur travailleur interdit droit aller bosser couvrefeu
8447,8448,"#violences :  produit d'une société individualiste, sans perspective. Scandale du gvt incapable de consacrer les moyens nécessaires pour l'#Hopital. Ni mérite ni égalité des chances dans une société basée sur l'exploitation et les inégalités sociales https://t.co/BPbZmHA949",democratie,violence produit societe individualiste perspective scandale gvt incapable consacrer moyen necessaire hopital meriter egalite chance societe base exploitation inegalite social
8448,8449,"La situation des  #hôpitaux, et des #Ehpad, est un scandale. Il faut embaucher dans les hôpitaux ! Le plus fou est ""qu’il y a trop de boulot dans les hôpitaux et trop de chômeurs à l’extérieur"". Pour imposer la création massive d'emplois il faudra des luttes.",emploi,situation hopital ehpad scandale falloir embaucher hopital fou trop boulot hopital trop chomeur exterieur imposer creation massif emploi falloir lutter
8453,8454,"#Bridegestone, #Smart, #GrandsPuits, #Auchan  Licencier dans cette période de crise doit être assimilé à un crime ! Forcer les capitalistes à préserver tous les emplois !  Répartir le travail entre tous ! Créer massivement des emplois utiles à la collectivité et non au profit !",emploi,bridegestone smart grandspuits auchan licencier periode crise assimile crime forcer capitaliste preserver emploi repartir travail entrer creer massivement emploi utile collectivite non profit
8456,8457,"Révoltante décision du tribunal de Lille qui confirme la décision du représentant de l'État, interdisant la distribution de nourriture aux #migrants à #Calais. Face à la démagogie raciste du gvt, vive la solidarité des travailleurs du monde entier !  https://t.co/cRJLGD6aV5",democratie,revoltant decision tribunal lille confirmer decision representer etat interdire distribution nourriture migrant caler face demagogie raciste gvt vivre solidarite travailleur monde entier
